Club Name,Season,Player Name,Date Of Birth
West Bromwich Albion,2020/21,Karlan Grant,1997-09-18
West Bromwich Albion,2020/21,Cheikh Diaby,2000-07-03
West Bromwich Albion,2020/21,Andy Lonergan,1983-10-19
West Bromwich Albion,2020/21,Robert Snodgrass,1987-07-09
West Bromwich Albion,2020/21,George Harmon,2000-08-12
West Bromwich Albion,2020/21,Mbaye Diagne,1991-10-28
West Bromwich Albion,2020/21,Okay Yokuslu,1994-09-03
West Bromwich Albion,2020/21,Ainsley Maitland-Niles,1997-08-29
West Bromwich Albion,2020/21,Caleb Taylor,2003-01-14
West Bromwich Albion,2020/21,Taylor Gardner-Hickman,2001-12-30
West Bromwich Albion,2020/21,Toby King,2002-04-01
West Bromwich Albion,2020/21,Tim Iroegbunam,2003-06-30
West Ham United,2020/21,Lukasz Fabianski,1985-04-18
West Ham United,2020/21,Roberto Jiménez,1986-10-02
West Ham United,2020/21,David Martin,1986-01-22
West Ham United,2020/21,Darren Randolph,1987-12-05
West Ham United,2020/21,Aaron Cresswell,1989-12-15
West Ham United,2020/21,Fabián Balbuena,1991-08-23
West Ham United,2020/21,Gonçalo Cardoso,2000-10-21
West Ham United,2020/21,Angelo Ogbonna,1988-05-23
West Ham United,2020/21,Issa Diop,1997-09-01
West Ham United,2020/21,Ryan Fredericks,1992-10-10
West Ham United,2020/21,Arthur Masuaku,1993-07-11
West Ham United,2020/21,Ben Johnson,2000-01-24
West Ham United,2020/21,Felipe Anderson,1993-04-15
West Ham United,2020/21,Manuel Lanzini,1993-02-15
West Ham United,2020/21,Robert Snodgrass,1987-07-09
West Ham United,2020/21,Mark Noble,1987-08-05
West Ham United,2020/21,Pablo Fornals,1996-02-22
West Ham United,2020/21,Jack Wilshere,1992-01-01
West Ham United,2020/21,Michail Antonio,1990-03-28
West Ham United,2020/21,Declan Rice,1999-01-14
West Ham United,2020/21,Andriy Yarmolenko,1989-10-23
West Ham United,2020/21,Jarrod Bowen,1996-12-20
West Ham United,2020/21,Sébastien Haller,1994-06-22
West Ham United,2020/21,Albian Ajeti,1997-02-26
West Ham United,2020/21,Joseph Anang,2000-08-06
West Ham United,2020/21,Bernardo Rosa,2000-09-20
West Ham United,2020/21,Alfie Lewis,1999-09-28
West Ham United,2020/21,Nathan Trott,1998-11-21
West Ham United,2020/21,Josh Cullen,1996-07-04
West Ham United,2020/21,Xande Silva,1997-03-16
West Ham United,2020/21,Ajibola Alese,2001-01-17
West Ham United,2020/21,Harrison Ashby,2001-11-14
West Ham United,2020/21,Conor Coventry,2000-03-25
West Ham United,2020/21,Emmanuel Longelo,2000-12-27
West Ham United,2020/21,Vladimir Coufal,1992-08-22
West Ham United,2020/21,Tomas Soucek,1995-02-27
West Ham United,2020/21,Craig Dawson,1990-06-05
West Ham United,2020/21,Saïd Benrahma,1995-10-08
West Ham United,2020/21,Frederik Alves,1999-08-11
West Ham United,2020/21,Jamal Baptiste,2003-11-11
West Ham United,2020/21,Nathan Holland,1998-06-19
West Ham United,2020/21,Ademipo Odubeko,2002-10-21
West Ham United,2020/21,Oladapo Afolayan,1997-11-09
West Ham United,2020/21,Jesse Lingard,1992-12-15
Wolverhampton Wanderers,2020/21,Matija Sarkic,1997-07-23
Wolverhampton Wanderers,2020/21,Rui Patrício,1988-02-15
Wolverhampton Wanderers,2020/21,John Ruddy,1986-10-24
Wolverhampton Wanderers,2020/21,Matt Doherty,1992-01-16
Wolverhampton Wanderers,2020/21,Willy Boly,1991-03-02
Wolverhampton Wanderers,2020/21,Conor Coady,1993-02-25
Wolverhampton Wanderers,2020/21,Jonny,1994-03-03
Wolverhampton Wanderers,2020/21,Rúben Vinagre,1999-09-04
Wolverhampton Wanderers,2020/21,Maximilian Kilman,1997-05-23
Wolverhampton Wanderers,2020/21,Oskar Buur,1998-03-31
Wolverhampton Wanderers,2020/21,Bruno Jordão,1998-12-10
Wolverhampton Wanderers,2020/21,Rúben Neves,1997-03-13
Wolverhampton Wanderers,2020/21,Daniel Podence,1995-10-21
Wolverhampton Wanderers,2020/21,Morgan Gibbs-White,2000-01-27
Wolverhampton Wanderers,2020/21,Romain Saïss,1990-03-26
Wolverhampton Wanderers,2020/21,João Moutinho,1986-08-09
Wolverhampton Wanderers,2020/21,Leander Dendoncker,1995-04-15
Wolverhampton Wanderers,2020/21,Pedro Neto,2000-09-03
Wolverhampton Wanderers,2020/21,Raúl Jiménez,1991-05-05
Wolverhampton Wanderers,2020/21,Diogo Jota,1996-04-12
Wolverhampton Wanderers,2020/21,Leonardo Campana,2000-07-24
Wolverhampton Wanderers,2020/21,Adama Traoré,1996-01-25
Wolverhampton Wanderers,2020/21,Austin Samuels,2000-11-20
Wolverhampton Wanderers,2020/21,Chem Campbell,2002-12-30
Wolverhampton Wanderers,2020/21,Luke Cundle,2002-04-26
Wolverhampton Wanderers,2020/21,Owen Otasowie,2001-06-01
Wolverhampton Wanderers,2020/21,Taylor Perry,2001-07-15
Wolverhampton Wanderers,2020/21,Meritan Shabani,1999-03-15
Wolverhampton Wanderers,2020/21,Andreas Söndergaard,2001-01-17
Wolverhampton Wanderers,2020/21,Lewis Richards,2001-10-15
Wolverhampton Wanderers,2020/21,Terry Taylor,2001-06-29
Wolverhampton Wanderers,2020/21,Ryan Giles,2000-01-26
Wolverhampton Wanderers,2020/21,Christian Marques,2003-01-15
Wolverhampton Wanderers,2020/21,Marçal,1989-02-19
Wolverhampton Wanderers,2020/21,Fábio Silva,2002-07-19
Wolverhampton Wanderers,2020/21,Vitinha,2000-02-13
Wolverhampton Wanderers,2020/21,Ki-Jana Hoever,2002-01-18
Wolverhampton Wanderers,2020/21,Nélson Semedo,1993-11-16
Wolverhampton Wanderers,2020/21,Rayan Aït-Nouri,2001-06-06
Wolverhampton Wanderers,2020/21,Theo Corbeanu,2002-05-17
Wolverhampton Wanderers,2020/21,Patrick Cutrone,1998-03-01
Wolverhampton Wanderers,2020/21,Nigel Lonwijk,2002-10-27
Wolverhampton Wanderers,2020/21,Willian José,1991-11-23
Wolverhampton Wanderers,2020/21,Hugo Bueno,2002-09-18
Arsenal,2019/20,Petr Cech,1982-05-20
Arsenal,2019/20,Bernd Leno,1992-04-03
Arsenal,2019/20,Héctor Bellerín,1995-03-19
Arsenal,2019/20,Sokratis Papastathopoulos,1988-09-06
Arsenal,2019/20,Laurent Koscielny,1985-10-09
Arsenal,2019/20,Stephan Lichtsteiner,1984-01-16
Arsenal,2019/20,Rob Holding,1995-09-20
Arsenal,2019/20,Nacho Monreal,1986-02-26
Arsenal,2019/20,Shkodran Mustafi,1992-04-17
Arsenal,2019/20,Carl Jenkinson,1992-08-02
Arsenal,2019/20,Konstantinos Mavropanos,1997-11-12
Arsenal,2019/20,Sead Kolasinac,1993-06-20
Arsenal,2019/20,Zech Medley,2000-09-07
Arsenal,2019/20,Julio Pleguezuelo,1997-01-26
Arsenal,2019/20,Mohamed Elneny,1992-11-07
Arsenal,2019/20,Henrikh Mkhitaryan,1989-01-21
Arsenal,2019/20,Aaron Ramsey,1990-12-26
Arsenal,2019/20,Mesut Özil,1988-10-15
Arsenal,2019/20,Lucas Torreira,1996-11-02
Arsenal,2019/20,Ainsley Maitland-Niles,1997-08-29
Arsenal,2019/20,Alexander Iwobi,1996-03-05
Arsenal,2019/20,Denis Suárez,1994-06-01
Arsenal,2019/20,Mattéo Guendouzi,1999-04-14
Arsenal,2019/20,Granit Xhaka,1992-09-27
Arsenal,2019/20,Joseph Willock,1999-08-20
Arsenal,2019/20,Alexandre Lacazette,1991-05-28
Arsenal,2019/20,Pierre-Emerick Aubameyang,1989-06-18
Arsenal,2019/20,Danny Welbeck,1990-11-26
Arsenal,2019/20,Eddie Nketiah,1999-05-30
Arsenal,2019/20,Tyreece John-Jules,2001-02-14
Arsenal,2019/20,Bukayo Saka,2001-05-09
Arsenal,2019/20,Emile Smith Rowe,2000-07-28
Arsenal,2019/20,Emiliano Martínez,1992-02-09
Arsenal,2019/20,David Ospina,1988-08-31
Arsenal,2019/20,Calum Chambers,1995-01-20
Arsenal,2019/20,Matt Macey,1994-09-09
Arsenal,2019/20,Dominic Thompson,2000-07-26
Arsenal,2019/20,Gabriel Martinelli,2001-06-18
Arsenal,2019/20,James Olayinka,2000-05-10
Arsenal,2019/20,Reiss Nelson,1999-10-12
Arsenal,2019/20,Dani Ceballos,1996-07-08
Arsenal,2019/20,Nicolas Pépé,1995-05-29
Arsenal,2019/20,Kieran Tierney,1997-05-06
Arsenal,2019/20,David Luiz,1987-04-22
Arsenal,2019/20,Tolaji Bola,1999-04-01
Arsenal,2019/20,Robbie Burton,1999-12-26
Arsenal,2019/20,Folarin Balogun,2001-03-07
Arsenal,2019/20,Pablo Marí,1993-08-31
Arsenal,2019/20,Cédric Soares,1991-08-31
Arsenal,2019/20,Matthew Smith,2000-05-10
Arsenal,2019/20,William Saliba,2001-03-24
Aston Villa,2019/20,Ørjan Nyland,1990-10-09
Aston Villa,2019/20,Jed Steer,1992-09-23
Aston Villa,2019/20,Lovre Kalinic,1990-03-04
Aston Villa,2019/20,Mark Bunn,1984-11-16
Aston Villa,2019/20,Neil Taylor,1989-07-02
Aston Villa,2019/20,Axel Tuanzebe,1997-11-14
Aston Villa,2019/20,James Chester,1989-01-23
Aston Villa,2019/20,Alan Hutton,1984-11-30
Aston Villa,2019/20,Tommy Elphick,1987-07-09
Aston Villa,2019/20,Ahmed El Mohamady,1987-09-09
Aston Villa,2019/20,Kortney Hause,1995-07-16
Aston Villa,2019/20,Dominic Revan,2000-09-19
Aston Villa,2019/20,Tyrone Mings,1993-03-13
Aston Villa,2019/20,Glenn Whelan,1984-01-13
Aston Villa,2019/20,John McGinn,1994-10-18
Aston Villa,2019/20,Henri Lansbury,1990-12-10
Aston Villa,2019/20,Jack Grealish,1995-10-09
Aston Villa,2019/20,Tom Carroll,1992-05-28
Aston Villa,2019/20,Conor Hourihane,1991-02-02
Aston Villa,2019/20,Mile Jedinak,1984-03-08
Aston Villa,2019/20,Keinan Davis,1998-02-13
Aston Villa,2019/20,Andre Green,1998-07-26
Aston Villa,2019/20,Birkir Bjarnason,1988-05-27
Aston Villa,2019/20,Albert Adomah,1987-12-13
Aston Villa,2019/20,Tammy Abraham,1997-02-10
Aston Villa,2019/20,Jonathan Kodjia,1989-10-22
Aston Villa,2019/20,Jota,1991-06-16
Aston Villa,2019/20,Wesley Moraes,1996-11-26
Aston Villa,2019/20,Frédéric Guilbert,1994-12-24
Aston Villa,2019/20,James Bree,1997-11-12
Aston Villa,2019/20,Mitchell Clark,1999-03-13
Aston Villa,2019/20,Jake Doyle-Hayes,1998-12-30
Aston Villa,2019/20,Callum O'Hare,1998-01-05
Aston Villa,2019/20,Scott Hogan,1992-04-13
Aston Villa,2019/20,Rushian Marcus Amari Hepburn-Murphy,1998-08-28
Aston Villa,2019/20,Harry McKirdy,1997-03-29
Aston Villa,2019/20,Ross McCormack,1986-08-18
Aston Villa,2019/20,Matt Targett,1995-09-18
Aston Villa,2019/20,Anwar El Ghazi,1995-03-05
Aston Villa,2019/20,Ezri Konsa,1997-10-23
Aston Villa,2019/20,Björn Engels,1994-09-15
Aston Villa,2019/20,Trézéguet,1994-01-10
Aston Villa,2019/20,Douglas Luiz,1998-09-05
Aston Villa,2019/20,Tom Heaton,1986-04-15
Aston Villa,2019/20,Marvelous Nakamba,1994-01-19
Aston Villa,2019/20,Aaron Tshibola,1995-02-01
Aston Villa,2019/20,Jacob Ramsey,2001-05-28
Aston Villa,2019/20,Cameron Archer,2001-09-12
Aston Villa,2019/20,Indiana Vassilev,2001-02-16
Aston Villa,2019/20,Danny Drinkwater,1990-05-03
Aston Villa,2019/20,Pepe Reina,1982-08-31
Aston Villa,2019/20,Mbwana Samatta,1992-12-23
Aston Villa,2019/20,Matija Sarkic,1997-07-23
Aston Villa,2019/20,Borja Bastón,1992-08-25
Aston Villa,2019/20,Kaine Hayden,2002-10-23
AFC Bournemouth,2019/20,Artur Boruc,1980-02-20
AFC Bournemouth,2019/20,Asmir Begovic,1987-06-20
AFC Bournemouth,2019/20,Mark Travers,1999-05-18
AFC Bournemouth,2019/20,Simon Francis,1985-02-16
AFC Bournemouth,2019/20,Steve Cook,1991-04-19
AFC Bournemouth,2019/20,Nathan Aké,1995-02-18
AFC Bournemouth,2019/20,Charlie Daniels,1986-07-09
AFC Bournemouth,2019/20,Adam Smith,1991-04-29
AFC Bournemouth,2019/20,Diego Rico,1993-02-23
AFC Bournemouth,2019/20,Nathaniel Clyne,1991-05-04
AFC Bournemouth,2019/20,Jack Simpson,1996-12-18
AFC Bournemouth,2019/20,Chris Mepham,1997-05-11
AFC Bournemouth,2019/20,Dan Gosling,1990-01-02
AFC Bournemouth,2019/20,Andrew Surman,1986-08-20
AFC Bournemouth,2019/20,Jefferson Lerma,1994-10-25
AFC Bournemouth,2019/20,Jordon Ibe,1995-08-12
AFC Bournemouth,2019/20,Lewis Cook,1997-03-02
AFC Bournemouth,2019/20,Junior Stanislas,1989-11-26
AFC Bournemouth,2019/20,David Brooks,1997-08-07
AFC Bournemouth,2019/20,Ryan Fraser,1994-02-24
AFC Bournemouth,2019/20,Kyle Taylor,1999-05-26
AFC Bournemouth,2019/20,Matt Butcher,1997-05-14
AFC Bournemouth,2019/20,Nnamdi Ofoborh,1999-07-11
AFC Bournemouth,2019/20,Lys Mousset,1996-08-02
AFC Bournemouth,2019/20,Callum Wilson,1992-02-27
AFC Bournemouth,2019/20,Joshua King,1992-01-15
AFC Bournemouth,2019/20,Dominic Solanke,1997-09-14
AFC Bournemouth,2019/20,Sam Surridge,1998-07-28
AFC Bournemouth,2019/20,Tyrone Mings,1993-03-13
AFC Bournemouth,2019/20,Marc Pugh,1987-02-04
AFC Bournemouth,2019/20,Mihai-Alexandru Dobre,1998-08-30
AFC Bournemouth,2019/20,Jermain Defoe,1982-07-10
AFC Bournemouth,2019/20,Aaron Ramsdale,1998-05-14
AFC Bournemouth,2019/20,Lloyd Kelly,1998-06-10
AFC Bournemouth,2019/20,Connor Mahoney,1997-12-02
AFC Bournemouth,2019/20,Jack Stacey,1996-06-04
AFC Bournemouth,2019/20,Philip Billing,1996-11-06
AFC Bournemouth,2019/20,Arnaut Danjuma,1997-01-31
AFC Bournemouth,2019/20,William Dennis,2000-10-07
AFC Bournemouth,2019/20,Jordan Zemura,1999-11-14
AFC Bournemouth,2019/20,Sam Sherring,2000-08-05
AFC Bournemouth,2019/20,Harry Wilson,1997-03-22
AFC Bournemouth,2019/20,Gavin Kilkenny,2000-01-02
AFC Bournemouth,2019/20,Brennan Camp,2000-12-10
AFC Bournemouth,2019/20,Corey Jordan,1999-04-03
AFC Bournemouth,2019/20,Christian Saydee,2002-10-05
AFC Bournemouth,2019/20,Brooklyn Genesini,2001-12-12
AFC Bournemouth,2019/20,Harry Arter,1989-12-28
Brighton and Hove Albion,2019/20,Mathew Ryan,1992-08-04
Brighton and Hove Albion,2019/20,Jason Steele,1990-08-18
Brighton and Hove Albion,2019/20,David Button,1989-02-27
Brighton and Hove Albion,2019/20,Robert Sánchez,1997-11-18
Brighton and Hove Albion,2019/20,Bruno,1980-01-10
Brighton and Hove Albion,2019/20,Gaëtan Bong,1988-04-25
Brighton and Hove Albion,2019/20,Shane Duffy,1992-01-01
Brighton and Hove Albion,2019/20,Lewis Dunk,1991-11-21
Brighton and Hove Albion,2019/20,Leon Balogun,1988-06-28
Brighton and Hove Albion,2019/20,Martín Montoya,1991-04-14
Brighton and Hove Albion,2019/20,Bernardo,1995-05-14
Brighton and Hove Albion,2019/20,Dan Burn,1992-09-05
Brighton and Hove Albion,2019/20,Leo Østigård,1999-11-28
Brighton and Hove Albion,2019/20,Dale Stephens,1989-12-06
Brighton and Hove Albion,2019/20,Beram Kayal,1988-02-05
Brighton and Hove Albion,2019/20,Yves Bissouma,1996-08-30
Brighton and Hove Albion,2019/20,Anthony Knockaert,1991-11-20
Brighton and Hove Albion,2019/20,Pascal Groß,1991-06-15
Brighton and Hove Albion,2019/20,Solly March,1994-07-20
Brighton and Hove Albion,2019/20,Davy Pröpper,1991-02-09
Brighton and Hove Albion,2019/20,Jayson Molumby,1999-06-08
Brighton and Hove Albion,2019/20,Will Collar,1997-03-02
Brighton and Hove Albion,2019/20,Jürgen Locadia,1993-07-11
Brighton and Hove Albion,2019/20,Florin Andone,1993-11-04
Brighton and Hove Albion,2019/20,Alireza Jahanbakhsh,1993-11-08
Brighton and Hove Albion,2019/20,Glenn Murray,1983-09-25
Brighton and Hove Albion,2019/20,José Izquierdo,1992-07-07
Brighton and Hove Albion,2019/20,Viktor Gyökeres,1998-04-06
Brighton and Hove Albion,2019/20,Aaron Connolly,2000-01-28
Brighton and Hove Albion,2019/20,Tudor Baluta,1999-03-27
Brighton and Hove Albion,2019/20,Jan Mlakar,1998-10-23
Brighton and Hove Albion,2019/20,Ezequiel Schelotto,1989-05-23
Brighton and Hove Albion,2019/20,Alexis Mac Allister,1998-12-24
Brighton and Hove Albion,2019/20,Markus Suttner,1987-04-16
Brighton and Hove Albion,2019/20,Oliver Norwood,1991-12-04
Brighton and Hove Albion,2019/20,Ben Barclay,1996-07-10
Brighton and Hove Albion,2019/20,Tomer Hemed,1987-02-05
Brighton and Hove Albion,2019/20,Matthew Clarke,1996-09-22
Brighton and Hove Albion,2019/20,Leandro Trossard,1994-04-12
Brighton and Hove Albion,2019/20,Billy Arce,1998-12-07
Brighton and Hove Albion,2019/20,Percy Tau,1994-05-13
Brighton and Hove Albion,2019/20,Adam Webster,1995-04-01
Brighton and Hove Albion,2019/20,Neal Maupay,1996-08-14
Brighton and Hove Albion,2019/20,Aaron Mooy,1990-09-15
Brighton and Hove Albion,2019/20,Soufyan Ahannach,1995-09-09
Brighton and Hove Albion,2019/20,Max Sanders,1999-04-01
Brighton and Hove Albion,2019/20,Steven Alzate,1998-08-09
Brighton and Hove Albion,2019/20,Warren O'Hora,1999-04-19
Brighton and Hove Albion,2019/20,Bojan Radulović,1999-12-29
Brighton and Hove Albion,2019/20,Archie Davies,1998-07-10
Brighton and Hove Albion,2019/20,Romaric Yapi,2000-07-13
Brighton and Hove Albion,2019/20,Alex Cochrane,2000-04-21
Brighton and Hove Albion,2019/20,Peter Gwargis,2000-04-09
Brighton and Hove Albion,2019/20,Taylor Richards,2000-04-12
Brighton and Hove Albion,2019/20,Jack Spong,2002-04-02
Brighton and Hove Albion,2019/20,Teddy Jenks,2002-12-03
Brighton and Hove Albion,2019/20,Andrew Crofts,1984-05-29
Brighton and Hove Albion,2019/20,Jordan Davies,1998-08-18
Brighton and Hove Albion,2019/20,Ryan Longman,2000-06-11
Brighton and Hove Albion,2019/20,Tariq Lamptey,2000-09-30
Brighton and Hove Albion,2019/20,Benjamin White,1997-08-10
Brighton and Hove Albion,2019/20,Christian Walton,1995-09-11
Brighton and Hove Albion,2019/20,Haydon Roberts,2002-10-05
Burnley,2019/20,Tom Heaton,1986-04-15
Burnley,2019/20,Joe Hart,1987-04-19
Burnley,2019/20,Anders Lindegaard,1984-04-13
Burnley,2019/20,Nick Pope,1992-04-19
Burnley,2019/20,Adam Legzdins,1986-11-28
Burnley,2019/20,Matthew Lowton,1989-09-06
Burnley,2019/20,Charlie Taylor,1993-09-18
Burnley,2019/20,James Tarkowski,1992-11-19
Burnley,2019/20,Ben Mee,1989-09-21
Burnley,2019/20,Ben Gibson,1993-01-15
Burnley,2019/20,Stephen Ward,1985-08-20
Burnley,2019/20,Phil Bardsley,1985-06-28
Burnley,2019/20,Kevin Long,1990-08-18
Burnley,2019/20,Anthony Driscoll-Glennon,1999-11-26
Burnley,2019/20,Jack Cork,1989-06-25
Burnley,2019/20,Jóhann Gudmundsson,1990-10-27
Burnley,2019/20,Robbie Brady,1992-01-14
Burnley,2019/20,Jeff Hendrick,1992-01-31
Burnley,2019/20,Steven Defour,1988-04-15
Burnley,2019/20,Ashley Westwood,1990-01-04
Burnley,2019/20,Aaron Lennon,1987-04-16
Burnley,2019/20,Josh Benson,1999-05-12
Burnley,2019/20,Ashley Barnes,1989-10-30
Burnley,2019/20,Chris Wood,1991-07-12
Burnley,2019/20,Peter Crouch,1981-01-30
Burnley,2019/20,Matej Vydra,1992-01-05
Burnley,2019/20,Dwight McNeil,1999-11-22
Burnley,2019/20,Daniel Agyei,1997-01-06
Burnley,2019/20,Jonathan Walters,1983-09-20
Burnley,2019/20,Sam Vokes,1989-10-21
Burnley,2019/20,Ali Koiki,1999-08-22
Burnley,2019/20,Ntumba Massanka,1996-11-30
Burnley,2019/20,Nahki Wells,1990-01-06
Burnley,2019/20,Aiden O'Neill,1998-04-07
Burnley,2019/20,Joel Senior,1999-06-24
Burnley,2019/20,Erik Pieters,1988-07-08
Burnley,2019/20,Jay Rodriguez,1989-07-29
Burnley,2019/20,Bailey Peacock-Farrell,1996-10-29
Burnley,2019/20,Jimmy Dunne,1997-10-19
Burnley,2019/20,Danny Drinkwater,1990-05-03
Burnley,2019/20,Lewis Richardson,2003-07-02
Burnley,2019/20,Mace Goodridge,1999-09-13
Burnley,2019/20,Josh Brownhill,1995-12-19
Burnley,2019/20,Lukas Jensen,1999-03-18
Burnley,2019/20,Bobby Thomas,2001-01-30
Burnley,2019/20,Max Thompson,2002-09-02
Burnley,2019/20,Joel Mumbongo,1999-09-01
Chelsea,2019/20,Kepa Arrizabalaga,1994-03-10
Chelsea,2019/20,Willy Caballero,1981-09-28
Chelsea,2019/20,Robert Green,1980-01-18
Chelsea,2019/20,Jamie Cumming,1999-04-09
Chelsea,2019/20,Marcin Bulka,1999-04-10
Chelsea,2019/20,Antonio Rüdiger,1993-03-03
Chelsea,2019/20,Marcos Alonso,1990-12-28
Chelsea,2019/20,Davide Zappacosta,1992-11-06
Chelsea,2019/20,Gary Cahill,1985-12-19
Chelsea,2019/20,Andreas Christensen,1996-10-04
Chelsea,2019/20,César Azpilicueta,1989-08-28
Chelsea,2019/20,David Luiz,1987-04-22
Chelsea,2019/20,Emerson,1994-03-08
Chelsea,2019/20,Ethan Ampadu,2000-09-14
Chelsea,2019/20,Marc Guéhi,2000-07-13
Chelsea,2019/20,Jorginho,1991-12-20
Chelsea,2019/20,Danny Drinkwater,1990-05-03
Chelsea,2019/20,N'Golo Kanté,1991-03-29
Chelsea,2019/20,Ross Barkley,1993-05-12
Chelsea,2019/20,Ruben Loftus-Cheek,1996-01-23
Chelsea,2019/20,Mateo Kovacic,1994-06-05
Chelsea,2019/20,George McEachran,2000-08-30
Chelsea,2019/20,Gonzalo Higuaín,1987-10-12
Chelsea,2019/20,Pedro,1987-07-28
Chelsea,2019/20,Olivier Giroud,1986-09-30
Chelsea,2019/20,Callum Hudson-Odoi,2000-07-11
Chelsea,2019/20,Willian,1988-09-08
Chelsea,2019/20,Abdul Rahman Baba,1994-02-07
Chelsea,2019/20,Álvaro Morata,1992-10-23
Chelsea,2019/20,Victor Moses,1990-12-12
Chelsea,2019/20,Matt Miazga,1995-07-19
Chelsea,2019/20,Cesc Fàbregas,1987-04-05
Chelsea,2019/20,Christian Pulisic,1998-09-18
Chelsea,2019/20,Michael Hector,1992-07-19
Chelsea,2019/20,Tammy Abraham,1997-02-10
Chelsea,2019/20,Tomas Kalas,1993-05-15
Chelsea,2019/20,Ola Aina,1996-08-10
Chelsea,2019/20,Reece James,1999-08-12
Chelsea,2019/20,Trevoh Chalobah,1999-05-07
Chelsea,2019/20,Conor Gallagher,2000-06-02
Chelsea,2019/20,Iké Ugbo,1998-09-21
Chelsea,2019/20,Kenedy,1996-08-02
Chelsea,2019/20,Lucas Piazon,1994-01-20
Chelsea,2019/20,Kasey Palmer,1996-09-11
Chelsea,2019/20,Mario Pasalic,1995-09-02
Chelsea,2019/20,Dujon Sterling,1999-10-24
Chelsea,2019/20,Isaiah Brown,1997-07-01
Chelsea,2019/20,Tiemoué Bakayoko,1994-08-17
Chelsea,2019/20,Michy Batshuayi,1993-02-10
Chelsea,2019/20,Ian Maatsen,2002-10-03
Chelsea,2019/20,Kurt Zouma,1994-10-27
Chelsea,2019/20,Fikayo Tomori,1997-12-19
Chelsea,2019/20,Billy Gilmour,2001-11-06
Chelsea,2019/20,Mason Mount,1999-10-01
Chelsea,2019/20,Karlo Ziger,2001-11-05
Chelsea,2019/20,Marco van Ginkel,1992-01-12
Chelsea,2019/20,Faustino Anjorin,2001-11-23
Chelsea,2019/20,Tariq Lamptey,2000-09-30
Chelsea,2019/20,Armando Broja,2001-10-09
Chelsea,2019/20,Lewis Bate,2002-10-28
Chelsea,2019/20,Nathan Baxter,1998-08-11
Chelsea,2019/20,Lewis Baker,1995-04-25
Crystal Palace,2019/20,Julian Speroni,1979-05-18
Crystal Palace,2019/20,Wayne Hennessey,1987-01-24
Crystal Palace,2019/20,Lucas Perri,1997-10-12
Crystal Palace,2019/20,Vicente Guaita,1987-10-01
Crystal Palace,2019/20,Joe Tupper,1997-11-15
Crystal Palace,2019/20,Joel Ward,1989-10-29
Crystal Palace,2019/20,Patrick van Aanholt,1990-08-29
Crystal Palace,2019/20,James Tomkins,1989-03-29
Crystal Palace,2019/20,Scott Dann,1987-02-14
Crystal Palace,2019/20,Mamadou Sakho,1990-02-13
Crystal Palace,2019/20,Jeffrey Schlupp,1992-12-23
Crystal Palace,2019/20,Pape Souaré,1990-06-06
Crystal Palace,2019/20,Aaron Wan-Bissaka,1997-11-26
Crystal Palace,2019/20,Martin Kelly,1990-04-27
Crystal Palace,2019/20,Sam Woods,1998-11-09
Crystal Palace,2019/20,Luka Milivojevic,1991-07-04
Crystal Palace,2019/20,Max Meyer,1995-09-18
Crystal Palace,2019/20,Cheikhou Kouyaté,1989-12-21
Crystal Palace,2019/20,Andros Townsend,1991-07-16
Crystal Palace,2019/20,James McArthur,1987-07-10
Crystal Palace,2019/20,Bakary Sako,1988-04-26
Crystal Palace,2019/20,Luke Dreher,1998-11-27
Crystal Palace,2019/20,Giovanni McGregor,1999-09-01
Crystal Palace,2019/20,Jairo Riedewald,1996-09-09
Crystal Palace,2019/20,Wilfried Zaha,1992-10-11
Crystal Palace,2019/20,Jordan Ayew,1991-11-09
Crystal Palace,2019/20,Christian Benteke,1990-03-12
Crystal Palace,2019/20,Connor Wickham,1993-03-31
Crystal Palace,2019/20,Michy Batshuayi,1993-02-10
Crystal Palace,2019/20,Sullay Kaikai,1995-08-26
Crystal Palace,2019/20,Nya Kirby,2000-01-31
Crystal Palace,2019/20,Alexander Sørloth,1995-05-12
Crystal Palace,2019/20,Jonathan Williams,1993-09-10
Crystal Palace,2019/20,Jordon Mutch,1991-02-12
Crystal Palace,2019/20,Jason David Ian Puncheon,1986-06-18
Crystal Palace,2019/20,Nikola Tavares,1999-01-17
Crystal Palace,2019/20,Stephen Henderson,1988-02-05
Crystal Palace,2019/20,Gary Cahill,1985-12-19
Crystal Palace,2019/20,Víctor Camarasa,1994-05-28
Crystal Palace,2019/20,James McCarthy,1995-09-18
Crystal Palace,2019/20,Tyrick Mitchell,1999-01-09
Crystal Palace,2019/20,James Daly,2000-12-01
Crystal Palace,2019/20,Brandon Pierrick,2001-10-12
Crystal Palace,2019/20,Cenk Tosun,1991-07-06
Crystal Palace,2019/20,Scott Banks,2001-09-26
Crystal Palace,2019/20,John-Kymani Gordon,2003-02-13
Crystal Palace,2019/20,Jaroslaw Jach,1994-02-17
Crystal Palace,2019/20,Ryan Inniss,1995-05-06
Everton,2019/20,Jordan Pickford,1994-07-03
Everton,2019/20,Maarten Stekelenburg,1982-09-22
Everton,2019/20,João Virgínia,1999-10-10
Everton,2019/20,Mateusz Hewelt,1996-09-23
Everton,2019/20,Leighton Baines,1984-11-12
Everton,2019/20,Michael Keane,1993-11-01
Everton,2019/20,Kurt Zouma,1994-10-27
Everton,2019/20,Phil Jagielka,1982-08-17
